id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
QRULM,4YWP,Bathroom,2,7,Yes,"A person washes their hands in the sink slowly, watching the water pour down the drain. The person then dries them off with a towel, and begins looking at a picture and smiling to themselves.",hand;picture;sink;towel;water,A person is washing their hands in a sink and then dries their hands with a towel and looks at a picture.,c084 29.70 36.00;c033 23.30 36.00;c139 0.00 30.30;c152 30.80 36.00;c088 28.50 36.00;c035 23.70 34.10;c083 28.60 34.20,35.38
ZYDGF,WQ8Z,Bathroom,6,7,Yes,"A person gets some water to drink from the sink.  They turn off the faucet, reach under the sink, and take a bag out.",bag;closet/cabinet;cup/glass/bottle;door;sink;water,{},c020 13.30 21.90;c023 13.20 20.40;c106 3.00 13.30;c006 12.70 18.00;c113 11.70 20.60;c107 0.00 15.40;c008 11.60 18.00;c112 12.70 18.10,21.38
CDNV7,KQI6,Dining room,5,1,No,A person laughs as they tidy a walk in closet. Another person turns on a light before leaving with dishes from the closet.,dish;light;table;towel,Person moving things on a table to clean it while another person comes in and turns on the light before picking up dishes and leaving.,c104 18.40 23.80;c118 2.20 10.20;c013 0.00 20.60;c038 0.00 20.80;c012 0.00 21.50,29.79
L4DUU,ZAWX,Kitchen,7,7,Yes,"A person is eating a sandwich. They look around, set a camera down, and leave.",camera;doorway;food;phone;sandwich;table,The person is holding a camera and eating a sandwich. The person is waving the camera around. The person puts the camera down. The person walks out of the room,c015 0.00 26.20;c017 20.10 27.50;c065 18.40 24.90;c067 0.00 27.80;c009 21.60 26.40;c016 0.00 24.80;c156 0.00 33.00;c097 24.90 30.00,31.58
B32MT,S053,Bathroom,7,7,Yes,"A person is in their bathroom sitting by the door, they then open a cabinet remove a item then turn off the light.",beard;cabinet;door;light;medicine;mirror;object,"The person is sitting on the sink in the bathroom, touching their facial hair and looking in the mirror. Then the person opens the cabinet mirror, takes out an object, looks at it and turns off the light.",c113 12.00 16.90;c105 21.60 31.00;c128 13.30 24.70;c112 16.50 23.00;c096 5.90 16.60,30.00
S5NC8,9Y7F,Living room,7,6,Yes,Person watching a movie while another person leaves some medicine by the table.,dish;doorway;food;homework;laptop;medicine;table,"A person is looking at something on a laptop, another person then walks in and sets some homework and medicine on a table, then walks out.;a person looks at their computer and another person sets something on a table",c128 8.80 16.70;c009 11.40 16.70;c051 0.00 12.30;c097 16.70 24.70;c118 7.90 16.10;c014 0.00 32.00;c062 10.40 17.30;c061 8.30 15.30;c119 8.30 15.30,30.83
VG0GK,5LWB,Home Office / Study (A room in a house used for work),6,6,Yes,"The person is sitting in their office, eating breakfast and watching television while they fix a camera sitting on top of a box.",camera;chair;desk;dish;food;laptop;man;phone;table;television;tv,The person is sitting in a chair putting a dish down onto a table while watching T.V. then playing with a camera.;a man sitting at a desk holding something in his hand.,c132 0.00 11.70;c015 2.90 22.00;c156 0.00 4.40;c059 0.00 22.00;c011 0.00 22.00;c016 3.60 22.00;c018 1.90 7.00;c062 0.00 5.40;c119 0.00 5.40;c061 0.00 3.60;c118 0.00 4.00;c014 3.60 22.00;c009 0.00 4.90,21.00
DAJT8,TD8O,Dining room,6,6,Yes,A person finishes a phone call and is laughing.  The person is leaving the dining room and turns off the light on the way out.,chair;light;phone;table,A person sits in a chair and talks on their phone. The person then gets up from the chair and turns off the light.;A man is walking into a dining room talking on a phone and he sits down in a chair at the table; he gets up and turns off the light.,,21.62
BZWSJ,8718,Kitchen,4,5,Yes,A person is grasping at some coffee.  Then they begin to tidy up a pile of shoes.,broom;coffee;counter;cup;items;mug,"A person drinks from a cup before putting the cup on a counter.  The person then straightens items on the floor, picks up a broom and begins sweeping.;Person leaning against the counter drinking coffee, puts the mug on the counter and picks a broom and begins sweeping.",c106 1.80 8.60;c109 10.50 16.30;c100 22.80 32.00;c107 2.60 23.10;c098 23.40 32.00;c102 23.90 32.00,31.33
OXC4X,0KZ7,Bedroom,6,7,Yes,A person opens a wardrobe and takes out a pair of shoes and some clothes. They get dressed and leave the room.,clothes;shoe,A person takes some clothes from a shelf and gets dressed.,c055 24.80 35.30;c148 6.10 12.90;c148 6.10 21.50;c002 0.00 7.80,37.38
02V54,1TZV,Stairs,6,7,Yes,A person is sneezing while walking up the stairs holding a towel. They then begin to snuggle a pillow that they found on the stairs.,blanket;pillow;towel,"A person is walking up some stairs carrying a towel, they then grab a pillow and begin to snuggle it.;A person is  walking up the stairs holding a blanket then picking up a pillow and snuggling with it.",c076 4.80 19.00;c078 8.40 19.00;c072 5.90 19.00,18.33
E7FGK,UTMU,Bedroom,5,7,Yes,"A person walks into the room and picks up a glass of water from the shelf.  The person sits on the bed and grabs a bottle of medicine from the bedside table, then takes some medicine and drinks the water.",bed;cup;dish;glass;medicine;television;tv;water nightstand,A person sits on their bed and watched TV while taking medicine.;A young person walking into a room sitting on the bed and opening them up and taking some pills with water.,c135 4.50 30.80;c106 16.50 23.10;c129 13.90 23.00;c128 2.30 16.60;c107 14.80 24.30;c151 4.00 9.40;c118 3.10 28.30;c154 26.50 31.40;c132 14.30 22.50,30.75
NUW2S,P6LJ,Bedroom,6,6,Yes,A person is awakening on a chair while snuggling with a pillow/,chair;pillow;table,"A person sits on a chair and takes a pillow. They lay their head on a desk. They hold the pillow in their arms, stand up, and puts the pillow down.;A person walks to a chair and sits down. The person hold a pillow while sleeping on a table. The person wakes up and continues to hold the pillow.",c059 1.00 36.60;c146 15.40 24.90;c151 0.50 7.90;c154 31.10 37.80;c076 0.60 38.70;c009 29.40 39.00;c011 4.10 36.30,37.79
F9RY4,9Y7F,Basement (A room below the ground floor),5,6,Yes,Two people are drinking wine and snuggling in a bed by a coffee table.,bed;cup/glass/bottle;glasses;hands;sofa;table;water,"Person A and Person B are playing a hand game while drinking a glass of water then they set their water on a table.;Two people are  sitting on a bed.  Each person is drinking. While drinking, they slap hands.  They then put the drinks on a table, and slap hands more.",c009 14.90 20.70;c106 0.00 15.90;c123 0.00 32.00;c107 0.00 20.20;c152 5.20 11.30;c135 0.00 32.00,30.58
U37WC,PO5L,Bedroom,6,7,Yes,"A person is dressing and then undressing, then sneezing into a towel and finally eating a sandwich in a bedroom.",bed;clothes;food;man;sandwich;shirt;towel,The person put on a shirt. The person then took off their shirt and sneezed. The person grabbed a sandwich and took a bite.;A man putting on a shirt and then taking it off and sneezing.,c065 22.90 29.20;c153 18.10 24.20;c156 22.90 29.20;c148 1.20 27.50;c034 20.70 25.30;c068 25.80 30.30;c067 23.10 30.30;c155 13.10 19.40;c000 1.70 11.50;c002 3.50 10.80;c033 18.40 24.50;c001 16.50 25.80;c003 15.70 27.70,32.08
BIV8M,H8N1,Kitchen,4,7,Yes,A person is fixing coffee and taking groceries out of the cupboard in the kitchen.,closet/cabinet;coffee;cup;dish;groceries;shelf,a person making coffee opening and closing cupboards,c109 0.00 5.10;c130 7.70 16.80;c081 7.20 19.20;c119 0.00 6.50;c118 0.00 6.20;c113 5.00 10.70;c082 6.10 19.60,22.38
B7T3B,D0RU,Bedroom,5,7,Yes,One person takes a picture from a box before lying in front of the window.,bed;box;doorway;photograph;picture;window,"A person walks through a doorway.  Then they take a photograph from a box and lay on a bed to gaze at it.;A person walked into a room and looked out a window before pulling a picture out of a box. Then the person walked over to a bed, stretched out on the bed and looked at the picture.",c092 7.90 14.50;c083 5.00 19.70;c044 12.20 22.00;c134 9.30 29.40;c097 20.40 28.40;c084 9.90 32.00;c088 9.90 32.00,31.25
M5S4U,PO5L,Dining room,5,6,Yes,"One person tidies up with a broom, then washes the front of a cabinet.",broom;cabinet;cloth;floor;table;towel,a person sweeping and cleaning off cabinets;A person comes into the kitchen and starts sweeping the floor.  That same person then takes a cloth and wipes down a cabinet door.,c102 5.00 17.00;c114 19.00 28.00;c127 5.00 17.00;c036 26.40 30.90;c034 26.40 30.90;c033 19.20 30.10;c038 19.50 29.00,31.33
IAQQZ,KFGP,Bathroom,5,6,Yes,Person is washing the doorknob with a towel and sitting the medicine on the counter.,doorknob;medicine;table;towel,A person is placing medicine on their sink in the bathroom.,,27.38
TCM46,1TZV,Stairs,6,7,Yes,"A person is grasping a book, then opening it, next taking off shoes and finally turning off a light on the stairs.",book;light;shoe,A person standing in a hall picks up a book turns takes their shoes off .The person turns and turns the light off.,c026 0.00 24.00;c027 3.30 21.60;c032 3.80 12.60;c054 14.80 20.00;c057 13.90 18.90;c105 19.00 24.00,23.00
O2294,YMXV,Bedroom,3,1,No,"A person is standing in front of a sink, then undressing and then opening a bag in a garage.",bag;clothes;doorway;shirt;sink;television,A person is taking off their shirt. A person then watches television.;The person turned off the sink and walked through the doorway into another room. The person undressed while watching television. The person then opened a bag.,c001 14.00 19.00;c155 4.70 18.90;c132 16.60 29.70;c021 22.60 32.00;c097 3.30 12.50;c002 3.10 18.30;c003 14.40 19.30,30.92
8BBX0,28B0,Entryway (A hall that is generally located at the entrance of a house),5,7,Yes,"A person is walking into the room holding a bag of groceries. Putting them down, the person reaches out to grasp the door.",bag;door;groceries,A person is walking from one room into another carrying a grocery bag.  That same person stops and pats the cat on the head before opening the door and leaving the house,c008 12.30 19.30;c020 0.00 25.60;c023 18.50 25.10;c097 20.20 25.60;c022 8.10 14.60;c006 19.70 25.50,25.75
HKY1M,UTMU,Hallway,6,6,Yes,A person is tidying a cabinet and then sneezing into a mirror in a hallway.,cabinet;clothes;mirror;phone/camera,"A person in a hallway reaches up for something in a closet, looks into a mirror, and has a sudden sneeze.",c096 11.90 20.60;c004 0.50 14.90;c114 0.50 14.90;c153 13.60 19.30;c018 10.10 15.20;c087 13.20 20.40;c016 11.50 20.60;c015 10.70 22.70,23.67
ZKOCS,KQI6,Kitchen,7,,No,"A person in their garage is gasping very hard onto a plate of food. They have something stuck in their nose, and start putting down the plate of food while sneezing.",chair;dish;food;plate;table,"A person in purple clothes carries a plate of food to a glass table. Sitting down at the table, the person begins eating from the plate.;A person walks in and is holding a plate of food,the person then sits down and begins to eat.",c120 1.90 10.60;c063 1.50 9.10;c009 3.40 11.00;c156 11.80 20.60;c119 5.40 13.70;c061 11.10 27.70;c151 6.10 18.10;c059 7.60 31.00;c118 4.60 12.20;c011 9.00 17.50;c011 8.10 31.00,30.00
75AX5,ENC8,Kitchen,6,6,Yes,"A person runs into the kitchen and begins cooking food. The person sneezes onto the food, looks around, and shrugs. The person opens the refrigerator.",bag;dish;door;food;man;pot;refrigerator;stove,A man running into the kitchen and putting stuff on the stove and sneezing.;A person comes into a room and grabs a pot and puts it on a stove.The person turns and gets a bag and try to open and puts it back .The person sneezes and turns to the refrigerator and opens the door.,c143 36.70 47.90;c062 13.40 25.10;c147 2.20 12.30;c153 32.20 38.00;c147 11.50 24.50;c023 13.10 22.40;c142 43.30 50.00;c061 18.70 34.90;c063 18.70 28.80;c150 0.40 7.60;c008 42.30 47.60;c118 7.50 12.90;c022 29.30 35.90;c120 7.00 11.50;c119 8.10 13.10,52.92
UPJWV,ENC8,Kitchen,6,7,Yes,"A person is cooking food on the stove. The person turns the stove off, turns out the light, and runs out.",food;light;stove,"A person is cooking on a stove. They turn off the light, and run out of the kitchen.",c105 19.50 24.90;c147 9.70 19.20;c150 24.00 29.40,34.33
OX5TB,WQ8Z,Living room,4,7,Yes,"A person is dressing in clothes, then playing a game on a laptop and then grasping a box in a recreation room / man cave.",box;clothes;couch;jacket;laptop;sofa,"A person is putting on a jacket while using a laptop, then picks up a box.;A person is watching a laptop when the standup and put their jacket on then they sit back down and play on the laptop then they pick up a box",c052 12.90 40.20;c040 36.80 44.00;c148 0.00 12.40;c123 0.00 9.10;c042 37.30 44.00,43.04
G71VM,H8N1,Kitchen,3,6,Yes,"A person is in a kitchen putting food in a cabinet, they then take a drink of water when they are done.",cabinet;cup;dish;food;glass;shelf,"A person places dishes in on a shelf before drinking from a glass of water.;A person is in the kitchen, they first open up cabinets, and then they begin placing things inside. After they take a drink from a cup the scene is over",c106 26.90 33.60;c114 14.30 25.60;c119 19.30 26.10;c112 22.30 26.80;c152 30.30 35.70;c113 1.70 13.20,35.38
NXUA9,YMXV,Home Office / Study (A room in a house used for work),5,5,Yes,"A person is fixing the light on the wall. Then, laughing, the person walks over to the sink and washes their hands.",doorway;hand;light;sink;wall,A person is standing on a chair to check the lights on the ceiling then goes and washes their hands.,c103 2.60 9.70;c139 15.80 26.00;c154 0.00 12.60;c097 13.10 19.00,31.46
5NF0R,P6LJ,Living room,5,6,No,"A person is sitting while the person looks at a picture. Then, throwing the picture into a box, the person picks up their camera.",box;phone;sofa;table,"A person sits down on a couch, puts a box on a table and begins to play with their phone;A woman puts a box on a table and plays on her phone.",c015 24.00 31.50;c151 0.90 6.90;c009 5.90 13.00;c154 27.50 32.10;c123 0.40 7.00;c016 23.40 31.90;c042 2.90 12.20,32.33
SVQFY,3531,Kitchen,6,6,Yes,"In the kitchen, a person drinking coffee and eating a sandwich starts tidying up.",coffee;cup;food;man;napkin;sandwich;sink;table,"A person is drinking coffee, while eating a sandwich. A person puts the cup in the sink and begins tidying up.;a man sipping out of a cup and eating something.",c065 8.10 22.30;c067 8.60 24.90;c106 0.00 9.40;c107 0.00 29.00;c156 14.30 24.90;c109 27.00 34.00;c068 7.60 27.60;c069 7.60 27.60;c110 0.00 27.40,32.92
IXL74,4OHY,Kitchen,6,1,No,"A person is sitting in a chair and eating at their desk. Smiling, the person begins to do their homework.",chair;counter;food;pan;pot;stove;table,"A person is eating at a counter, smiling, then starts to cook.;Someone is eating food while sitting on a chair, then messing with the stove and shaking a pot",c059 0.00 17.90;c156 0.00 17.90;c154 12.60 19.30;c152 3.40 18.30;c147 14.60 35.00;c011 0.00 16.90,33.54
3ZOI4,T7C3,Home Office / Study (A room in a house used for work),7,7,Yes,A person is running into the study holding a camera begins throwing food on the floor.,bag;camera;chair;floor;food;groceries;phone,"A person is walking around a room holding bags and a camera they put one of the bags down untangle the others put another bag down then tie up the last bag and put it down.;A person is carrying a bag of groceries and a camera, they then set the groceries on the floor.",c015 0.00 10.20;c126 5.30 11.50;c020 0.00 24.70;c022 18.50 25.50;c130 18.50 25.50;c024 14.00 19.00,25.58
XTHL8,9PLL,Kitchen,5,6,Yes,A person is watching a bag that looks like it might fall off a counter.  Then a person is cooking in a pot on the stove.,dish;food;pot;stove;utensil,"A person is standing in their kitchen, they walk over to their stove and light it. The person puts a pot on the stove, picks up a utensil and starts stirring the contents of the pot.",c147 11.80 33.00;c119 11.20 18.10;c118 10.40 17.90,31.75
CDIW7,KFGP,Hallway,4,6,Yes,One person walks in and puts a box of groceries on the floor under a window.,box;floor;groceries,A person walks down a hallway and puts a box in front of a door.,c130 6.30 13.60;c040 2.60 8.60;c042 6.60 13.50,20.29
TJKGJ,UTMU,Kitchen,6,5,Yes,"A person is washing the cabinet with a towel.  The person closes the cabinet, grabs a cup of coffee and sits down next to the window.",cabinet;chair;coffee;counter;cup;dish;door;towel;window,"A person cleans a cabinet door with a rag and then closes the door and puts the rag on a counter.  They pick up a cup, take a drink and sit in a chair while looking out a window.;A person walks up to a cupboard in the kitchen and starts rubbing it down with a rag. They close the cupboard, sit the rag down, grab a mug and sit down in a chair and take a sip and look out the window.",c033 0.00 18.20;c092 23.50 33.00;c114 0.00 14.80;c107 16.30 33.00;c151 18.80 24.10;c059 20.10 33.00;c038 0.00 17.90;c112 11.10 18.40;c106 21.90 33.00;c110 14.70 23.50;c006 9.40 17.70;c154 0.70 21.60;c118 16.30 33.00,32.04
B17UQ,YMXV,Recreation room / Man cave,5,4,Yes,A person is fixing the pillows on the sofa before putting the remote on the table to watch the television.,bed;pillow;sofa;table;television,A person is sitting on a sofa watching television. The person puts the remote on the table then fluffs a pillow before laying back.,c077 21.70 29.50;c123 0.00 33.00;c009 4.30 12.30;c132 1.00 11.80;c079 21.70 26.50;c135 1.30 33.00,31.50
TPHRR,ZAWX,Kitchen,4,5,Yes,A person is smiling as the person sits at the table. The person puts their groceries away and begins cooking.,burner;chair;counter;food;match;spatula;stove;table,A person is sitting in a chair and smiling. Then they get up and go over to a counter. They move some food out of the way and then light a match. They use the match to light a burner.;A person is smiling and sitting on a chair then begins to tidy the counter and turns on the stove and begins to cook.,c147 16.30 36.20;c152 1.00 8.00;c154 10.00 15.00;c059 0.00 13.00;c012 12.00 19.00;c062 14.30 20.30,36.50
RJDH2,Z68L,Bedroom,7,7,No,Person is sitting at a desk in their bedroom contemplating their homework. They then get up grasping a pillow and throw it at the window looking upset.,bed;blanket;book;chair;desk;homework;laptop;paper;pillow;table;window,"A person sits in a chair, holding homework. The person looks at the homework, puts it on the desk, and walks over to the bed. The person then removes the pillow from the bed and throws it against the window.;A person is sitting down at a desk holding their homework. The person looks at a laptop and stands up. The person walks over to the bed, grabs a pillow, and throws the pillow against the wall.",c009 13.60 20.70;c014 0.00 20.10;c115 0.00 20.50;c079 18.30 24.50;c154 15.50 21.40;c059 0.00 20.80;c011 0.00 16.80;c116 12.80 19.80;c080 17.00 26.60;c026 0.00 19.30;c027 3.80 10.00;c025 12.40 18.60;c151 0.00 4.80;c028 13.90 19.50;c032 1.90 16.10,29.58
GQCUX,XXN8,Bedroom,7,7,Yes,A person puts a glass on a blanket and laughs.,bed;blanket;cup;glass,A person lying on a blanket on a bed is laughing while they pound a glass against the blanket. The person then stands and walks away.;A person laying on a bed picks up a glass and puts it down.  The person laughs.,c107 0.00 7.90;c149 0.00 19.00;c134 0.00 19.80;c072 0.00 18.70;c110 0.00 4.50,30.58
WEVQH,YA10,Living room,4,6,No,A person is standing by a sofa. They begin to throw clothes from a bag.,bag;clothes;clothing,A person is picking up a bag from the floor. The person takes clothing out from the bag and throws it off of the floor.,c003 8.80 26.00;c020 5.80 26.00;c021 5.20 11.60;c023 4.60 10.90;c002 7.10 20.60;c022 21.30 26.00;c024 21.70 26.00,25.29
0WLCJ,XXN8,Living room,5,7,Yes,A person throws a blanket on the sofa.  The person then watches the doorknob to see if it will turn.,blanket;doorknob;sofa,Person throws blanket onto couch. Person then walks to door and grabs the doorknob.,c074 1.80 7.20;c141 6.80 15.60;c071 0.00 2.60,30.92
VG0NZ,3H6W,Bedroom,5,7,Yes,A person eats some food then they begin laughing at something playing on their phone.,phone;sandwich,A person is walking around the room eating and looking at a phone.;The person walks in and eats a sandwich while looking at their phone and laughing.,,20.17
G2J63,YMXV,Bathroom,4,3,Yes,Person is standing by sink looking in mirror. Another person is sitting on chair and throwing towel on floor.,floor;hair;mirror;sink;towel,A person washes their face while looking in a mirror. Another person sits in a chair and drops a towel on the floor.,c036 16.60 22.80;c059 13.70 32.00;c096 0.00 16.90;c126 14.40 22.70;c034 17.10 22.50;c144 0.00 5.80,31.46
VVMYX,WQ8Z,Kitchen,7,6,Yes,A person pours a drink before going to stand by the door to take their medicine.,food;glass;medicine,"A person is standing in a kitchen. Pours something into a glass, takes pills and leaves.",c129 20.10 34.10;c107 0.00 9.90;c110 8.60 14.50;c109 8.60 23.40;c108 0.00 10.50;c156 27.30 34.70,35.25
JCWVV,6NQX,Living room,5,7,Yes,A person is walking with a book to the table.  The person is grasping a towel to dry the table.,book;cloth;couch;cup;rag;sofa;table;towel,"A person walks into a room holding a book, puts it down and sits on a couch. Then they get up and grab a rag and start wiping down a table. They move a cup out of the way.;Person coming into the room carrying a book, puts the book on the table, and then starts to clean the table with a cloth.",c009 0.00 9.70;c033 5.50 12.80;c123 3.00 13.40;c026 0.00 9.50;c013 8.00 25.00;c028 5.20 10.60;c151 2.30 9.00;c154 9.00 15.30;c011 4.70 13.30;c012 9.90 25.00;c115 0.00 9.70;c116 5.00 10.00;c038 9.40 25.00,24.33
M3H7V,8718,Living room,3,6,Yes,A person is watching television while undressing in the doorway.,clothes;doorway;pants;shirt;shoes;television;tv,someone taking their shirt and shoes off while watching tv;A person is standing in a doorway while watching a television. The person starts removing clothes and then smiles.,c155 6.60 24.90;c132 0.00 30.00;c002 12.50 18.30;c003 2.80 8.20,28.58
YIK5I,9PLL,Living room,5,7,Yes,"A person is sitting at their desk watching television. Then the person stands and begins tidying up the room, opening the door to air it out.",book;chair;couch;door;floor;man;notepad;papers;pen;shelf;table;television;tv,A man messing with papers and opening his front door.;Person is sitting down writing in a notepad and watching tv. Person gets up to remove objects on shelf and open door. Person then sits back down.,c008 20.10 28.50;c151 29.40 34.00;c154 9.50 14.90;c009 13.20 20.20;c132 0.00 12.50;c082 12.70 22.10;c032 0.00 8.40;c014 0.00 11.30;c081 15.20 22.40;c028 14.50 19.30;c127 13.40 20.80;c011 0.00 13.90;c059 0.00 13.10;c145 0.00 11.00;c115 13.20 19.20;c027 0.00 4.50,32.67
MQGVS,UTMU,Laundry room,5,7,Yes,"A person stands in the laundry room, washing a blanket in the sink. The person sneezes.",blanket;floor;head;towel;washing machine,"A person picks up a blanket from the floor, rubs it against something unknown puts it on top of a washing machine. The person then hangs their head and leaves.",c070 4.40 26.60;c071 20.70 27.10;c073 3.00 9.70;c074 22.20 28.20;c075 5.90 13.00;c127 4.30 27.10;c037 4.10 27.10;c153 23.30 28.40,32.17
OFCU3,YMXV,Bedroom,6,5,Yes,A person is sitting working on homework then they get up and run with a pillow.,book;homework;paper;pillow,A person is reading some pages taken out of a book. The person then picks up a pillow off the bed and goes to put it in the closet.,c116 24.80 30.30;c115 0.00 28.10;c079 25.20 31.90;c154 24.00 30.50;c032 0.00 28.00;c076 25.20 32.00;c077 27.40 32.00;c028 23.20 29.10;c027 0.00 3.20;c025 22.60 28.30,31.04
88Z3M,DXDI,Dining room,6,7,Yes,A person is walking through the doorway and then begins watching out the window.,door;window,"A person walks through a door way into a room walks over to the window and looks out.;The person walks into the dining room, thinks for a second, and then looks out the window",c092 10.30 28.00;c097 0.90 5.40,27.17
B5YYS,ZAWX,Bathroom,6,7,Yes,A person runs into the bathroom and undresses quickly while trying to close the door which won't close because the broom is leaned against the door jam.,clothes;door;vest,Person walks into the bathroom and removes her vest.  Person tries to close the door but there is a broom in the way.,c006 14.30 22.60;c155 5.50 15.50,31.08
PYIA3,2RTW,Kitchen,6,7,Yes,"A person is putting a bag into the refrigerator. Grasping the handle, the person turns and begins watching TV over their shoulder.",bag;food;refrigerator;television,"The person was holding a bag. They walked to the refrigerator to put the bag inside. While the person held the refrigerator door open, they watched television.;The person walks to the refrigerator, and opens it, then begins to watch the television.",c143 1.40 7.00;c132 5.60 31.00;c063 3.30 10.30,29.58
NBAGZ,1TZV,Laundry room,4,7,Yes,"One person throws down a towel, then pours something into the sink.",cup/glass/bottle;dish;sink;something;table;towel,Person walks into a laundry room pick up some clothes pour something from a cup then turn on the water at the sink,c033 0.00 3.70;c009 15.50 20.80;c035 0.00 4.10;c107 3.50 23.20;c111 6.40 18.60;c036 0.00 4.50;c118 3.00 26.00;c110 3.00 26.00,24.75
6FYKZ,RXM9,Living room,6,6,Yes,"A person leaves a broom in the corner by the washing machine.  The person tidies up the area, putting a laptop on a shelf by the wardrobe.",book;broom;dresser drawer;laptop;paper;shelf;tablet,"A places a broom by a dryer and carries some books around.;A person puts away a broom beside the washing machine. Grabs some homework off the top of the washing machine and walks over to put it away. The person picks up clothes off the floor and puts them inside a dresser drawer and tidys a few things on top. The person walks back to the washing machine and closes a tablet, then picks it up and walks away.",c116 4.30 13.60;c026 3.30 22.40;c028 5.20 12.30;c099 0.00 5.20;c082 14.40 26.20;c050 25.10 30.30;c046 26.10 31.40,32.08
TU2GE,RXM9,Laundry room,6,6,Yes,"Person walks into laundry room while talking on the phone.  Person then ends call, pulls out towels from the dryer, and begins to fold the towels. Person then grabs a towel close to face, smells it, and smiles.  Person finishes folding towels, puts them on the shelf and walks out.",clothes;phone;towel,A person is talking on a phone and taking clothes and a towel from a dryer.,c002 14.90 20.40;c035 10.10 16.30;c019 0.00 9.50;c002 10.00 16.60;c015 0.00 10.30;c017 4.50 10.30;c004 11.20 29.50,30.67
3WRE7,RXM9,Garage,6,6,Yes,"A person is working on homework in the laundry room. The person stands up, smiles, and leaves through the doorway.",book;door;floor;homework;paper;pen,"A person is sitting on the floor doing homework, they then get up and walk out the door.;The person is sitting in front of a washing machine and copying words from a larger book into a smaller book.",c097 27.30 32.00;c145 0.00 29.90;c154 26.40 32.00;c125 0.00 28.20;c032 0.00 29.50;c026 0.00 32.00,30.62
5XLBY,YMXV,Home Office / Study (A room in a house used for work),5,6,Yes,"Person is walking and smiling, then puts book on table.",book;doorway;table,"A person walks into a room holding a book, then puts it down on a nearby desk.",c028 27.70 32.00;c009 27.80 32.00;c115 0.00 32.00;c097 0.00 3.90,30.83
ZA7ST,Q4IF,Kitchen,7,7,Yes,A person is sneezing while opening medicine.  Then a person is picking up a bag.,bag;box;medicine;packet;shelf,A person reaches for some medicine on a shelf and tries to open it.The person sneezes a couple of times and keeps trying to open the medicine.The person bends over and picks up a box.;{};A person takes a pack off of a shelf and continue to open the package.The person sneezes a couple of times and bends over and picks up a box .,c128 0.40 7.60;c153 9.00 16.70;c041 30.40 35.00;c044 27.70 34.30;c128 0.00 31.60;c021 25.70 34.30;c023 28.20 32.40;c020 31.80 35.00,33.75
4C31V,YMXV,Living room,4,1,No,A person is in the basement lying on the couch with a blanket laughing while watching television.,blanket;floor;television,"A person is laying on the floor and covering up with a blanket. The person is watching television.;A person is laying on the floor, snuggling a blanket, and watching television.",c072 0.00 33.00;c124 0.00 33.00;c132 0.00 33.00,32.25
N39RU,9Y7F,Dining room,7,6,Yes,Two people are laughing as they finish up their sandwiches and glasses of wine at the dinner table. They then get up to leave the room.,cup;food;glass;sandwich;table,TWO PEOPLE ARE SITTING ACROSS FROM EACH OTHER WHILE EATING. THEY TOAST TO SOMETHING AND THEN GET UP FROM THEIR SEATS AND WALK AWAY,c011 0.00 27.70;c065 0.00 13.10;c106 9.20 25.20;c149 19.90 25.80;c154 22.40 28.30;c156 0.00 7.30;c110 8.00 16.90;c109 18.70 24.20,30.33
7H7PN,6PZN,Living room,5,5,Yes,"A person opens a box and rummages through a bunch of clothing. Another person sits at a chair, watching them.",bag;blanket;chair;clothes;clothing;floor,"A person is sitting on the ground, taking clothes out of a bag and tidying them in stacks. Another person is sitting on a chair, watching the first person.;Two people are in a room.  One person is sitting on the floor angrily taking clothing and a blanket out of a duffel bag. The other person is sitting in a chair passively watching the person remove the objects from the bag.",c059 0.00 31.00;c000 8.40 29.00;c001 14.40 22.80;c004 22.30 31.00;c125 0.00 31.00;c021 0.00 5.20;c002 2.40 8.40,30.38
1Q4P9,BYF9,Home Office / Study (A room in a house used for work),6,6,Yes,A person is sneezing into a towel and then grasping a book in the recreation room / man cave.,bed;book;towel,A person is sneezing into a towel while sitting on a couch and then picks up a book.,c026 17.80 22.00;c033 0.00 22.00;c153 0.00 11.40;c154 10.30 16.20;c135 0.00 15.40,20.96
TYYZK,5LWB,Bathroom,3,1,No,"A person walks into the bathroom, holding a laptop bag. The person removes their laptop, then closes the bag.",bag;doorway;laptop;paper/notebook;toilet,A person wearing a backpack walks into a bathroom and sits on the toilet. The person takes off the backpack and takes out a laptop computer. The person then zips the bag closed.,c021 17.70 26.40;c047 23.50 42.00;c151 9.20 15.20;c097 2.30 10.30;c117 17.00 40.50;c050 16.80 40.10,41.38
PRA3Z,BYF9,Bedroom,7,7,Yes,A person is eating a bag of chips as they talk on the phone. The person drinks from a can of soda.,bag;can;food;phone,"A person is sitting on a bed while eating food from a bag, they take a bite and put it back into the bag. They reach behind them to grab a drink and take a sip, all while talking on the phone.",,20.04
IIJ5I,C7O9,Kitchen,3,7,Yes,A person awakens in their kitchen holding their homework. They begin cooking on the stove.,food;frying pan;paper;stove,The person dropped paper inside the stove and reached in to get it out before stirring something on the stove.,c147 15.50 29.00;c116 13.10 20.40;c115 7.80 19.80,28.25
